"","countryname","countrycode","date_start","date_end","stay_home","stay_home_flag","announce","start","end","enforce","group","country_label","all_requ","gen_requ","tar_requ","all_reco","date_start_gen_req_min","check1"
"148","Dominican Republic","DOM",2020-01-01,2020-03-16,"0_no_measures","missing","",NA,"","","control","c_DOM",TRUE,TRUE,FALSE,TRUE,2020-04-18,NA
"149","Dominican Republic","DOM",2020-03-17,2020-04-17,"1_recommended","1_general","",NA,"","","control","c_DOM",TRUE,TRUE,FALSE,TRUE,2020-04-18,NA
"150","Dominican Republic","DOM",2020-04-18,2020-04-27,"2_required_exceptions","1_general","",NA,"","","control","c_DOM",TRUE,TRUE,FALSE,TRUE,2020-04-18,NA
"151","Dominican Republic","DOM",2020-04-28,2020-05-17,"3_required","1_general","",NA,"","","control","c_DOM",TRUE,TRUE,FALSE,TRUE,2020-04-18,NA
"152","Dominican Republic","DOM",2020-05-18,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_DOM",TRUE,TRUE,FALSE,TRUE,2020-04-18,NA
"153","Ecuador","ECU",2020-01-01,2020-03-16,"0_no_measures","missing","",NA,"","","control","c_ECU",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"154","Ecuador","ECU",2020-03-17,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_ECU",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"155","Egypt","EGY",2020-01-01,2020-03-24,"0_no_measures","missing","",NA,"","","control","c_EGY",TRUE,TRUE,FALSE,FALSE,2020-03-25,NA
"156","Egypt","EGY",2020-03-25,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_EGY",TRUE,TRUE,FALSE,FALSE,2020-03-25,NA
"157","El Salvador","SLV",2020-01-01,2020-03-20,"0_no_measures","missing","2020-03-21",2020-03-21,"2020-06-15","mandatory","treatment","t_SLV",TRUE,TRUE,FALSE,FALSE,2020-03-21,TRUE
"158","El Salvador","SLV",2020-03-21,2020-05-31,"3_required","1_general","2020-03-21",2020-03-21,"2020-06-15","mandatory","treatment","t_SLV",TRUE,TRUE,FALSE,FALSE,2020-03-21,TRUE
"159","Eritrea","ERI",2020-01-01,2020-03-22,"0_no_measures","missing","2020-04-01",2020-04-02,"2020-04-23","mandatory","treatment","t_ERI",TRUE,TRUE,FALSE,TRUE,2020-04-01,TRUE
"160","Eritrea","ERI",2020-03-23,2020-03-31,"1_recommended","1_general","2020-04-01",2020-04-02,"2020-04-23","mandatory","treatment","t_ERI",TRUE,TRUE,FALSE,TRUE,2020-04-01,TRUE
"161","Eritrea","ERI",2020-04-01,2020-05-31,"2_required_exceptions","1_general","2020-04-01",2020-04-02,"2020-04-23","mandatory","treatment","t_ERI",TRUE,TRUE,FALSE,TRUE,2020-04-01,TRUE
"162","Estonia","EST",2020-01-01,2020-03-28,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_EST",TRUE,FALSE,TRUE,FALSE,NA,NA
"163","Estonia","EST",2020-03-29,2020-05-17,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_EST",TRUE,FALSE,TRUE,FALSE,NA,NA
"164","Estonia","EST",2020-05-18,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_EST",TRUE,FALSE,TRUE,FALSE,NA,NA
"165","Eswatini","SWZ",2020-01-01,2020-03-26,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SWZ",TRUE,TRUE,FALSE,FALSE,2020-03-27,NA
"166","Eswatini","SWZ",2020-03-27,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SWZ",TRUE,TRUE,FALSE,FALSE,2020-03-27,NA
"167","Ethiopia","ETH",2020-01-01,2020-04-07,"0_no_measures","missing","2020-03-31",2020-03-31,"2020-04-14","mandatory","treatment","t_ETH",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"168","Ethiopia","ETH",2020-04-08,2020-05-31,"1_recommended","1_general","2020-03-31",2020-03-31,"2020-04-14","mandatory","treatment","t_ETH",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"169","Falkland Islands","FLK",2020-01-01,2020-03-25,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_FLK",FALSE,FALSE,FALSE,TRUE,NA,NA
"170","Falkland Islands","FLK",2020-03-26,2020-05-10,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_FLK",FALSE,FALSE,FALSE,TRUE,NA,NA
"171","Falkland Islands","FLK",2020-05-11,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_FLK",FALSE,FALSE,FALSE,TRUE,NA,NA
"172","Fiji","FJI",2020-01-01,2020-03-18,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_FJI",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"173","Fiji","FJI",2020-03-19,2020-03-29,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_FJI",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"174","Fiji","FJI",2020-03-30,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_FJI",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"175","Finland","FIN",2020-01-01,2020-03-15,"0_no_measures","missing","",NA,"","","control","c_FIN",FALSE,FALSE,FALSE,TRUE,NA,NA
"176","Finland","FIN",2020-03-16,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_FIN",FALSE,FALSE,FALSE,TRUE,NA,NA
"177","France","FRA",2020-01-01,2020-03-16,"0_no_measures","missing","2020-03-16",2020-03-17,"2020-05-11","mandatory","treatment","t_FRA",TRUE,TRUE,FALSE,TRUE,2020-03-17,TRUE
"178","France","FRA",2020-03-17,2020-05-10,"2_required_exceptions","1_general","2020-03-16",2020-03-17,"2020-05-11","mandatory","treatment","t_FRA",TRUE,TRUE,FALSE,TRUE,2020-03-17,TRUE
"179","France","FRA",2020-05-11,2020-05-31,"1_recommended","1_general","2020-03-16",2020-03-17,"2020-05-11","mandatory","treatment","t_FRA",TRUE,TRUE,FALSE,TRUE,2020-03-17,TRUE
"180","Gabon","GAB",2020-01-01,2020-03-20,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GAB",TRUE,TRUE,TRUE,TRUE,NA,NA
"181","Gabon","GAB",2020-03-21,2020-04-09,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GAB",TRUE,TRUE,TRUE,TRUE,NA,NA
"182","Gabon","GAB",2020-04-10,2020-05-10,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_GAB",TRUE,TRUE,TRUE,TRUE,NA,NA
"183","Gabon","GAB",2020-05-11,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GAB",TRUE,TRUE,TRUE,TRUE,NA,NA
"184","Gambia","GMB",2020-01-01,2020-03-17,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GMB",FALSE,FALSE,FALSE,TRUE,NA,NA
"185","Gambia","GMB",2020-03-18,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GMB",FALSE,FALSE,FALSE,TRUE,NA,NA
"186","Georgia","GEO",2020-01-01,2020-03-08,"0_no_measures","missing","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"187","Georgia","GEO",2020-03-09,2020-03-22,"1_recommended","1_general","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"188","Georgia","GEO",2020-03-23,2020-03-25,"2_required_exceptions","0_targeted","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"189","Georgia","GEO",2020-03-26,2020-03-30,"2_required_exceptions","1_general","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"190","Georgia","GEO",2020-03-31,2020-05-22,"3_required","1_general","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"191","Georgia","GEO",2020-05-23,2020-05-28,"1_recommended","1_general","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"192","Georgia","GEO",2020-05-29,2020-05-31,"2_required_exceptions","0_targeted","2020-03-30",2020-03-31,"2020-04-21","mandatory","treatment","t_GEO",TRUE,TRUE,TRUE,TRUE,2020-03-26,FALSE
"193","Germany","DEU",2020-01-01,2020-03-08,"0_no_measures","missing","2020-03-22",2020-03-23,"2020-04-19","voluntary","treatment","t_DEU",TRUE,TRUE,TRUE,TRUE,NA,FALSE
"194","Germany","DEU",2020-03-09,2020-03-20,"1_recommended","1_general","2020-03-22",2020-03-23,"2020-04-19","voluntary","treatment","t_DEU",TRUE,TRUE,TRUE,TRUE,NA,FALSE
"195","Germany","DEU",2020-03-21,2020-05-05,"2_required_exceptions","0_targeted","2020-03-22",2020-03-23,"2020-04-19","voluntary","treatment","t_DEU",TRUE,TRUE,TRUE,TRUE,NA,FALSE
"196","Germany","DEU",2020-05-06,2020-05-31,"0_no_measures","missing","2020-03-22",2020-03-23,"2020-04-19","voluntary","treatment","t_DEU",TRUE,TRUE,TRUE,TRUE,NA,FALSE
"197","Ghana","GHA",2020-01-01,2020-03-29,"0_no_measures","missing","",NA,"","","control","c_GHA",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"198","Ghana","GHA",2020-03-30,2020-04-17,"2_required_exceptions","1_general","",NA,"","","control","c_GHA",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"199","Ghana","GHA",2020-04-18,2020-04-18,"2_required_exceptions","0_targeted","",NA,"","","control","c_GHA",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"200","Ghana","GHA",2020-04-19,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_GHA",TRUE,TRUE,TRUE,FALSE,2020-03-30,NA
"201","Gibraltar","GIB",2020-01-01,2020-03-16,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GIB",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"202","Gibraltar","GIB",2020-03-17,2020-04-28,"3_required","1_general",NA,NA,NA,NA,NA,"na_GIB",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"203","Gibraltar","GIB",2020-04-29,2020-05-21,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_GIB",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"204","Gibraltar","GIB",2020-05-22,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GIB",TRUE,TRUE,FALSE,FALSE,2020-03-17,NA
"205","Greece","GRC",2020-01-01,2020-03-22,"0_no_measures","missing","2020-03-22",2020-03-23,"2020-05-04","mandatory","treatment","t_GRC",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"206","Greece","GRC",2020-03-23,2020-05-29,"2_required_exceptions","1_general","2020-03-22",2020-03-23,"2020-05-04","mandatory","treatment","t_GRC",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"207","Greece","GRC",2020-05-30,2020-05-31,"1_recommended","1_general","2020-03-22",2020-03-23,"2020-05-04","mandatory","treatment","t_GRC",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"208","Greenland","GRL",2020-01-01,2020-03-17,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GRL",FALSE,FALSE,FALSE,TRUE,NA,NA
"209","Greenland","GRL",2020-03-18,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GRL",FALSE,FALSE,FALSE,TRUE,NA,NA
"210","Guam","GUM",2020-01-01,2020-03-15,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GUM",FALSE,FALSE,FALSE,TRUE,NA,NA
"211","Guam","GUM",2020-03-16,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GUM",FALSE,FALSE,FALSE,TRUE,NA,NA
"212","Guatemala","GTM",2020-01-01,2020-03-21,"0_no_measures","missing","2020-05-22",2020-05-22,"2020-05-25","mandatory","treatment","t_GTM",TRUE,TRUE,FALSE,FALSE,2020-03-22,FALSE
"213","Guatemala","GTM",2020-03-22,2020-05-31,"2_required_exceptions","1_general","2020-05-22",2020-05-22,"2020-05-25","mandatory","treatment","t_GTM",TRUE,TRUE,FALSE,FALSE,2020-03-22,FALSE
"214","Guinea","GIN",2020-01-01,2020-03-29,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GIN",TRUE,TRUE,FALSE,FALSE,2020-03-30,NA
"215","Guinea","GIN",2020-03-30,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_GIN",TRUE,TRUE,FALSE,FALSE,2020-03-30,NA
"216","Guyana","GUY",2020-01-01,2020-03-25,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_GUY",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"217","Guyana","GUY",2020-03-26,2020-04-02,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_GUY",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"218","Guyana","GUY",2020-04-03,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_GUY",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"219","Haiti","HTI",2020-01-01,2020-03-18,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_HTI",FALSE,FALSE,FALSE,TRUE,NA,NA
"220","Haiti","HTI",2020-03-19,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_HTI",FALSE,FALSE,FALSE,TRUE,NA,NA
"221","Honduras","HND",2020-01-01,2020-03-15,"0_no_measures","missing","",NA,"","","control","c_HND",TRUE,TRUE,FALSE,FALSE,2020-03-16,NA
"222","Honduras","HND",2020-03-16,2020-05-31,"3_required","1_general","",NA,"","","control","c_HND",TRUE,TRUE,FALSE,FALSE,2020-03-16,NA
"223","Hong Kong","HKG",2020-01-01,2020-02-07,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_HKG",FALSE,FALSE,FALSE,TRUE,NA,NA
"224","Hong Kong","HKG",2020-02-08,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_HKG",FALSE,FALSE,FALSE,TRUE,NA,NA
"225","Hungary","HUN",2020-01-01,2020-03-11,"0_no_measures","missing","2020-03-27",2020-03-28,"2020-04-29","mandatory","treatment","t_HUN",TRUE,TRUE,TRUE,TRUE,2020-03-27,TRUE
"226","Hungary","HUN",2020-03-12,2020-03-26,"1_recommended","1_general","2020-03-27",2020-03-28,"2020-04-29","mandatory","treatment","t_HUN",TRUE,TRUE,TRUE,TRUE,2020-03-27,TRUE
"227","Hungary","HUN",2020-03-27,2020-05-03,"2_required_exceptions","1_general","2020-03-27",2020-03-28,"2020-04-29","mandatory","treatment","t_HUN",TRUE,TRUE,TRUE,TRUE,2020-03-27,TRUE
"228","Hungary","HUN",2020-05-04,2020-05-17,"2_required_exceptions","0_targeted","2020-03-27",2020-03-28,"2020-04-29","mandatory","treatment","t_HUN",TRUE,TRUE,TRUE,TRUE,2020-03-27,TRUE
"229","Hungary","HUN",2020-05-18,2020-05-31,"1_recommended","1_general","2020-03-27",2020-03-28,"2020-04-29","mandatory","treatment","t_HUN",TRUE,TRUE,TRUE,TRUE,2020-03-27,TRUE
"230","Iceland","ISL",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_ISL",FALSE,FALSE,FALSE,FALSE,NA,NA
"231","India","IND",2020-01-01,2020-01-25,"0_no_measures","missing","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"232","India","IND",2020-01-26,2020-03-21,"1_recommended","0_targeted","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"233","India","IND",2020-03-22,2020-03-22,"3_required","1_general","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"234","India","IND",2020-03-23,2020-03-24,"3_required","0_targeted","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"235","India","IND",2020-03-25,2020-05-03,"3_required","1_general","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"236","India","IND",2020-05-04,2020-05-31,"2_required_exceptions","0_targeted","2020-03-24",2020-03-25,"2020-05-31","mandatory","treatment","t_IND",TRUE,TRUE,TRUE,TRUE,2020-03-22,FALSE
"237","Indonesia","IDN",2020-01-01,2020-04-09,"0_no_measures","missing","",NA,"","","control","c_IDN",TRUE,FALSE,TRUE,FALSE,NA,NA
"238","Indonesia","IDN",2020-04-10,2020-05-31,"2_required_exceptions","0_targeted","",NA,"","","control","c_IDN",TRUE,FALSE,TRUE,FALSE,NA,NA
"239","Iran","IRN",2020-01-01,2020-03-18,"0_no_measures","missing","2020-03-13",2020-03-14,"2020-04-10","mandatory","treatment","t_IRN",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"240","Iran","IRN",2020-03-19,2020-05-31,"1_recommended","1_general","2020-03-13",2020-03-14,"2020-04-10","mandatory","treatment","t_IRN",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"241","Iraq","IRQ",2020-01-01,2020-03-12,"0_no_measures","missing","2020-03-22",2020-03-22,"2020-04-11","mandatory","treatment","t_IRQ",TRUE,TRUE,TRUE,FALSE,2020-03-26,FALSE
"242","Iraq","IRQ",2020-03-13,2020-03-25,"2_required_exceptions","0_targeted","2020-03-22",2020-03-22,"2020-04-11","mandatory","treatment","t_IRQ",TRUE,TRUE,TRUE,FALSE,2020-03-26,FALSE
"243","Iraq","IRQ",2020-03-26,2020-05-31,"2_required_exceptions","1_general","2020-03-22",2020-03-22,"2020-04-11","mandatory","treatment","t_IRQ",TRUE,TRUE,TRUE,FALSE,2020-03-26,FALSE
"244","Ireland","IRL",2020-01-01,2020-03-25,"0_no_measures","missing","",NA,"","","control","c_IRL",TRUE,TRUE,FALSE,TRUE,2020-03-28,NA
"245","Ireland","IRL",2020-03-26,2020-03-27,"1_recommended","1_general","",NA,"","","control","c_IRL",TRUE,TRUE,FALSE,TRUE,2020-03-28,NA
"246","Ireland","IRL",2020-03-28,2020-05-17,"2_required_exceptions","1_general","",NA,"","","control","c_IRL",TRUE,TRUE,FALSE,TRUE,2020-03-28,NA
"247","Ireland","IRL",2020-05-18,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_IRL",TRUE,TRUE,FALSE,TRUE,2020-03-28,NA
"248","Israel","ISR",2020-01-01,2020-03-16,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_ISR",TRUE,TRUE,FALSE,TRUE,2020-03-20,NA
"249","Israel","ISR",2020-03-17,2020-03-19,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_ISR",TRUE,TRUE,FALSE,TRUE,2020-03-20,NA
"250","Israel","ISR",2020-03-20,2020-04-07,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_ISR",TRUE,TRUE,FALSE,TRUE,2020-03-20,NA
"251","Israel","ISR",2020-04-08,2020-04-18,"3_required","1_general",NA,NA,NA,NA,NA,"na_ISR",TRUE,TRUE,FALSE,TRUE,2020-03-20,NA
"252","Israel","ISR",2020-04-19,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_ISR",TRUE,TRUE,FALSE,TRUE,2020-03-20,NA
"253","Italy","ITA",2020-01-01,2020-02-22,"0_no_measures","missing","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"254","Italy","ITA",2020-02-23,2020-03-09,"2_required_exceptions","0_targeted","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"255","Italy","ITA",2020-03-10,2020-03-19,"2_required_exceptions","1_general","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"256","Italy","ITA",2020-03-20,2020-04-09,"3_required","1_general","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"257","Italy","ITA",2020-04-10,2020-05-03,"2_required_exceptions","1_general","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"258","Italy","ITA",2020-05-04,2020-05-31,"1_recommended","1_general","2020-03-09",2020-03-10,"2020-05-03","mandatory","treatment","t_ITA",TRUE,TRUE,TRUE,TRUE,2020-03-10,TRUE
"259","Jamaica","JAM",2020-01-01,2020-03-12,"0_no_measures","missing","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"260","Jamaica","JAM",2020-03-13,2020-03-24,"3_required","0_targeted","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"261","Jamaica","JAM",2020-03-25,2020-03-31,"1_recommended","1_general","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"262","Jamaica","JAM",2020-04-01,2020-04-14,"2_required_exceptions","1_general","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"263","Jamaica","JAM",2020-04-15,2020-04-21,"3_required","0_targeted","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"264","Jamaica","JAM",2020-04-22,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_JAM",TRUE,TRUE,TRUE,TRUE,2020-04-01,NA
"265","Japan","JPN",2020-01-01,2020-04-06,"0_no_measures","missing","",NA,"","","control","c_JPN",FALSE,FALSE,FALSE,TRUE,NA,NA
"266","Japan","JPN",2020-04-07,2020-04-15,"1_recommended","0_targeted","",NA,"","","control","c_JPN",FALSE,FALSE,FALSE,TRUE,NA,NA
"267","Japan","JPN",2020-04-16,2020-05-13,"1_recommended","1_general","",NA,"","","control","c_JPN",FALSE,FALSE,FALSE,TRUE,NA,NA
"268","Japan","JPN",2020-05-14,2020-05-24,"1_recommended","0_targeted","",NA,"","","control","c_JPN",FALSE,FALSE,FALSE,TRUE,NA,NA
"269","Japan","JPN",2020-05-25,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_JPN",FALSE,FALSE,FALSE,TRUE,NA,NA
"270","Jordan","JOR",2020-01-01,2020-03-17,"0_no_measures","missing","2020-03-20",2020-03-21,"2020-03-24","mandatory","treatment","t_JOR",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"271","Jordan","JOR",2020-03-18,2020-04-26,"3_required","1_general","2020-03-20",2020-03-21,"2020-03-24","mandatory","treatment","t_JOR",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"272","Jordan","JOR",2020-04-27,2020-05-11,"2_required_exceptions","1_general","2020-03-20",2020-03-21,"2020-03-24","mandatory","treatment","t_JOR",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"273","Jordan","JOR",2020-05-12,2020-05-31,"1_recommended","1_general","2020-03-20",2020-03-21,"2020-03-24","mandatory","treatment","t_JOR",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"274","Kazakhstan","KAZ",2020-01-01,2020-03-18,"0_no_measures","missing","2020-06-01",2020-06-05,"2020-06-19","mandatory","treatment","t_KAZ",TRUE,FALSE,TRUE,FALSE,NA,FALSE
"275","Kazakhstan","KAZ",2020-03-19,2020-05-10,"3_required","0_targeted","2020-06-01",2020-06-05,"2020-06-19","mandatory","treatment","t_KAZ",TRUE,FALSE,TRUE,FALSE,NA,FALSE
"276","Kazakhstan","KAZ",2020-05-11,2020-05-31,"2_required_exceptions","0_targeted","2020-06-01",2020-06-05,"2020-06-19","mandatory","treatment","t_KAZ",TRUE,FALSE,TRUE,FALSE,NA,FALSE
"277","Kenya","KEN",2020-01-01,2020-03-26,"0_no_measures","missing","",NA,"","","control","c_KEN",TRUE,TRUE,TRUE,FALSE,2020-03-27,NA
"278","Kenya","KEN",2020-03-27,2020-04-05,"2_required_exceptions","1_general","",NA,"","","control","c_KEN",TRUE,TRUE,TRUE,FALSE,2020-03-27,NA
"279","Kenya","KEN",2020-04-06,2020-05-03,"3_required","0_targeted","",NA,"","","control","c_KEN",TRUE,TRUE,TRUE,FALSE,2020-03-27,NA
"280","Kenya","KEN",2020-05-04,2020-05-31,"3_required","1_general","",NA,"","","control","c_KEN",TRUE,TRUE,TRUE,FALSE,2020-03-27,NA
"281","Kosovo","RKS",2020-01-01,2020-03-12,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_RKS",TRUE,TRUE,TRUE,FALSE,2020-03-24,NA
"282","Kosovo","RKS",2020-03-13,2020-03-23,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_RKS",TRUE,TRUE,TRUE,FALSE,2020-03-24,NA
"283","Kosovo","RKS",2020-03-24,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_RKS",TRUE,TRUE,TRUE,FALSE,2020-03-24,NA
"284","Kuwait","KWT",2020-01-01,2020-03-21,"0_no_measures","missing","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"285","Kuwait","KWT",2020-03-22,2020-04-05,"2_required_exceptions","1_general","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"286","Kuwait","KWT",2020-04-06,2020-04-20,"3_required","0_targeted","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"287","Kuwait","KWT",2020-04-21,2020-05-09,"2_required_exceptions","1_general","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"288","Kuwait","KWT",2020-05-10,2020-05-30,"3_required","1_general","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"289","Kuwait","KWT",2020-05-31,2020-05-31,"3_required","0_targeted","2020-05-08",2020-05-10,"2020-05-30","mandatory","treatment","t_KWT",TRUE,TRUE,TRUE,FALSE,2020-03-22,FALSE
"290","Kyrgyz Republic","KGZ",2020-01-01,2020-03-13,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_KGZ",TRUE,TRUE,TRUE,TRUE,NA,NA
"291","Kyrgyz Republic","KGZ",2020-03-14,2020-03-24,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_KGZ",TRUE,TRUE,TRUE,TRUE,NA,NA
"292","Kyrgyz Republic","KGZ",2020-03-25,2020-05-10,"3_required","0_targeted",NA,NA,NA,NA,NA,"na_KGZ",TRUE,TRUE,TRUE,TRUE,NA,NA
"293","Kyrgyz Republic","KGZ",2020-05-11,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_KGZ",TRUE,TRUE,TRUE,TRUE,NA,NA
"294","Laos","LAO",2020-01-01,2020-03-29,"0_no_measures","missing","2020-03-29",2020-03-30,"2020-05-03","mandatory","treatment","t_LAO",TRUE,TRUE,FALSE,FALSE,2020-03-30,TRUE
